,name,orig-name,params,succeeded,class,path,ts_amchi
469,C7H13O15-4OOH => C3H6CHO-3 + C2H5CHO + OH,C7H13O15-4OOH => C3H6CHO-3 + C2H5CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
472,C6H12OOH1-2O2 = C6KET12 + OH,C6H12OOH1-2O2 = C6KET12 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
474,C7H121OOH6-3 + HO2 = C7H121O-3-6OOH + OH,C7H121OOH6-3 + HO2 = C7H121O-3-6OOH + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
477,XC6OOH1-3O2 = XC6KET1-3 + OH,XC6OOH1-3O2 = XC6KET1-3 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
478,C6H4CH3 = L-C6H4 + CH3,C6H4CH3 = L-C6H4 + CH3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
480,C7H14O2-3 + HO2 => PC4H9CO + C2H4 + H2O2,C7H14O2-3 + HO2 => PC4H9CO + C2H4 + H2O2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
481,C7H121OOH4-2 => OH + C3H4-A + NC3H7CHO,C7H121OOH4-2 => OH + C3H4-A + NC3H7CHO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
482,OC6H4CH3 + HO2 = OCH3C6H4O + OH,OC6H4CH3 + HO2 = OCH3C6H4O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
485,XC6O1-1A + OH => AC5H10 + HCO + H2O,XC6O1-1A + OH => AC5H10 + HCO + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
488,C7H121O3-5 + HO2 => H2O2 + C4H8-1 + C2H3CO,C7H121O3-5 + HO2 => H2O2 + C4H8-1 + C2H3CO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
491,I3C6O1-4 + HO2 => C2H4 + C3H6CHO-1 + H2O2,I3C6O1-4 + HO2 => C2H4 + C3H6CHO-1 + H2O2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
495,IC6O2-3 + OH => IC3H6CO + C2H5 + H2O,IC6O2-3 + OH => IC3H6CO + C2H5 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
