,stereo-name,orig-name,ext-stereo-smiles,stereo-smiles,chi,orig-inchi,charge,mult
1211,I3C6O2-5-AA1,I3C6O2-5,CC1[C@@H](C)O[C@@H]1C,CC1[C@@H](C)O[C@@H]1C,"InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3/t5-,6-/m1/s1","InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3",0,1
1212,I3C6O2-5-AAB,I3C6O2-5,C[C@@H]1[C@@H](C)O[C@H]1C,C[C@@H]1[C@@H](C)O[C@H]1C,"InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3/t4-,5-,6+","InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3",0,1
1213,I3C6O2-5-ABA,I3C6O2-5,C[C@@H]1[C@H](C)O[C@@H]1C,C[C@H]1[C@@H](C)O[C@H]1C,"InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3/t4-,5+,6-","InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3",0,1
1214,I3C6O25-1OOH-AAA0,I3C6O25-1OOH,C[C@@H]1[C@H](COO)O[C@H]1C,C[C@@H]1[C@H](COO)O[C@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1215,I3C6O25-1OOH-AAB0,I3C6O25-1OOH,C[C@@H]1[C@@H](COO)O[C@H]1C,C[C@@H]1[C@@H](COO)O[C@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1216,I3C6O25-1OOH-ABA0,I3C6O25-1OOH,C[C@@H]1[C@H](COO)O[C@@H]1C,C[C@@H]1[C@H](COO)O[C@@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1217,I3C6O25-1OOH-ABB0,I3C6O25-1OOH,C[C@@H]1[C@@H](COO)O[C@@H]1C,C[C@@H]1[C@@H](COO)O[C@@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1218,I3C6O25-1OOH-ABB1,I3C6O25-1OOH,C[C@H]1[C@H](COO)O[C@H]1C,C[C@H]1[C@H](COO)O[C@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1219,I3C6O25-1OOH-ABA1,I3C6O25-1OOH,C[C@H]1[C@@H](COO)O[C@H]1C,C[C@H]1[C@@H](COO)O[C@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5+,6-/m1/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1220,I3C6O25-1OOH-AAB1,I3C6O25-1OOH,C[C@H]1[C@H](COO)O[C@@H]1C,C[C@H]1[C@H](COO)O[C@@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5-,6+/m1/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1221,I3C6O25-1OOH-AAA1,I3C6O25-1OOH,C[C@H]1[C@@H](COO)O[C@@H]1C,C[C@H]1[C@@H](COO)O[C@@H]1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3/t4-,5-,6-/m1/s1","InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3",0,1
1222,I3C6O25-3OOH-AA0,I3C6O25-3OOH,C[C@@H]1O[C@@H](C)C1(C)OO,C[C@@H]1O[C@@H](C)C1(C)OO,"InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3/t4-,5-/m0/s1","InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3",0,1
1223,I3C6O25-3OOH-ABA,I3C6O25-3OOH,C[C@@H]1O[C@H](C)[C@@]1(C)OO,C[C@@H]1O[C@H](C)[C@@]1(C)OO,"InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3/t4-,5+,6-","InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3",0,1
1224,I3C6O25-3OOH-ABB,I3C6O25-3OOH,C[C@@H]1O[C@H](C)[C@]1(C)OO,C[C@@H]1O[C@H](C)[C@]1(C)OO,"InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3/t4-,5+,6+","InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3",0,1
1225,I3C6O25-3OOH-AA1,I3C6O25-3OOH,C[C@H]1O[C@H](C)C1(C)OO,C[C@H]1O[C@H](C)C1(C)OO,"InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3/t4-,5-/m1/s1","InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3",0,1
1226,I3C6O25-4OOH-AA0,I3C6O25-4OOH,C[C@@H]1O[C@@H](C)C1COO,C[C@@H]1O[C@@H](C)C1COO,"InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3/t4-,5-/m0/s1","InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3",0,1
1227,I3C6O25-4OOH-ABA,I3C6O25-4OOH,C[C@@H]1O[C@H](C)[C@H]1COO,C[C@@H]1O[C@H](C)[C@H]1COO,"InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3/t4-,5+,6-","InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3",0,1
1228,I3C6O25-4OOH-ABB,I3C6O25-4OOH,C[C@@H]1O[C@H](C)[C@@H]1COO,C[C@@H]1O[C@H](C)[C@@H]1COO,"InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3/t4-,5+,6+","InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3",0,1
1229,I3C6O25-4OOH-AA1,I3C6O25-4OOH,C[C@H]1O[C@H](C)C1COO,C[C@H]1O[C@H](C)C1COO,"InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3/t4-,5-/m1/s1","InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3",0,1
1230,I3C6O3-4,I3C6O3-4,CCC1(CC)OC1,CCC1(CC)OC1,"InChI=1S/C6H12O/c1-3-6(4-2)5-7-6/h3-5H2,1-2H3","InChI=1S/C6H12O/c1-3-6(4-2)5-7-6/h3-5H2,1-2H3",0,1
1231,I3C6O34-1OOH-A0,I3C6O34-1OOH,CC[C@@]1(CCOO)OC1,CC[C@@]1(CCOO)OC1,"InChI=1S/C6H12O3/c1-2-6(5-8-6)3-4-9-7/h7H,2-5H2,1H3/t6-/m0/s1","InChI=1S/C6H12O3/c1-2-6(5-8-6)3-4-9-7/h7H,2-5H2,1H3",0,1
1232,I3C6O34-1OOH-A1,I3C6O34-1OOH,CC[C@]1(CCOO)OC1,CC[C@]1(CCOO)OC1,"InChI=1S/C6H12O3/c1-2-6(5-8-6)3-4-9-7/h7H,2-5H2,1H3/t6-/m1/s1","InChI=1S/C6H12O3/c1-2-6(5-8-6)3-4-9-7/h7H,2-5H2,1H3",0,1
1233,I3C6O34-2OOH-AA0,I3C6O34-2OOH,CC[C@]1([C@H](C)OO)OC1,CC[C@]1([C@H](C)OO)OC1,"InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3",0,1
1234,I3C6O34-2OOH-AB0,I3C6O34-2OOH,CC[C@@]1([C@H](C)OO)OC1,CC[C@@]1([C@H](C)OO)OC1,"InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3",0,1
1235,I3C6O34-2OOH-AB1,I3C6O34-2OOH,CC[C@]1([C@@H](C)OO)OC1,CC[C@]1([C@@H](C)OO)OC1,"InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3",0,1
1236,I3C6O34-2OOH-AA1,I3C6O34-2OOH,CC[C@@]1([C@@H](C)OO)OC1,CC[C@@]1([C@@H](C)OO)OC1,"InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3",0,1
1237,IC6D1,IC6D1,CCCC(=C)C,C=C(C)CCC,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3","InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",0,1
1238,IC6D1-1AOOH,IC6D1-1AOOH,CCCC(=C)COO,C=C(CCC)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h7H,2-5H2,1H3","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h7H,2-5H2,1H3",0,1
1239,IC6D1-3OOH-A0,IC6D1-3OOH,CC[C@@H](C(=C)C)OO,C=C(C)[C@H](CC)OO,"InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h6-7H,2,4H2,1,3H3/t6-/m0/s1","InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h6-7H,2,4H2,1,3H3",0,1
1240,IC6D1-3OOH-A1,IC6D1-3OOH,CC[C@H](C(=C)C)OO,C=C(C)[C@@H](CC)OO,"InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h6-7H,2,4H2,1,3H3/t6-/m1/s1","InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h6-7H,2,4H2,1,3H3",0,1
1241,IC6D1-4OOH-A0,IC6D1-4OOH,C=C(C)C[C@H](C)OO,C=C(C)C[C@H](C)OO,"InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h6-7H,1,4H2,2-3H3/t6-/m0/s1","InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h6-7H,1,4H2,2-3H3",0,1
1242,IC6D1-4OOH-A1,IC6D1-4OOH,C=C(C)C[C@@H](C)OO,C=C(C)C[C@@H](C)OO,"InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h6-7H,1,4H2,2-3H3/t6-/m1/s1","InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h6-7H,1,4H2,2-3H3",0,1
1243,IC6D1-5OOH,IC6D1-5OOH,C=C(C)CCCOO,C=C(C)CCCOO,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h7H,1,3-5H2,2H3","InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h7H,1,3-5H2,2H3",0,1
1244,IC6D2,IC6D2,CCC=C(C)C,CCC=C(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3","InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3",0,1
1245,IC6D2-1OOH-Z,IC6D2-1OOH,CC/C=C(C)\COO,CC/C=C(C)\COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h4,7H,3,5H2,1-2H3/b6-4-","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h4,7H,3,5H2,1-2H3",0,1
1246,IC6D2-1OOH-E,IC6D2-1OOH,CC/C=C(C)/COO,CC/C=C(C)/COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h4,7H,3,5H2,1-2H3/b6-4+","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h4,7H,3,5H2,1-2H3",0,1
1247,IC6D2-4OOH-A0,IC6D2-4OOH,CC(C)=C[C@H](C)OO,CC(C)=C[C@H](C)OO,"InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h4,6-7H,1-3H3/t6-/m0/s1","InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h4,6-7H,1-3H3",0,1
1248,IC6D2-4OOH-A1,IC6D2-4OOH,CC(C)=C[C@@H](C)OO,CC(C)=C[C@@H](C)OO,"InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h4,6-7H,1-3H3/t6-/m1/s1","InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h4,6-7H,1-3H3",0,1
1249,IC6D2-5OOH,IC6D2-5OOH,CC(C)=CCCOO,CC(C)=CCCOO,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h4,7H,3,5H2,1-2H3","InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h4,7H,3,5H2,1-2H3",0,1
1250,IC6D3-Z,IC6D3,C/C=C\C(C)C,C/C=C\C(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3/b5-4-","InChI=1S/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3",0,1
1251,IC6D3-E,IC6D3,C/C=C/C(C)C,C/C=C/C(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3/b5-4+","InChI=1S/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3",0,1
1252,IC6D3-1OOH-ZA0,IC6D3-1OOH,C/C=C\[C@H](C)COO,C/C=C\[C@H](C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3/b4-3-/t6-/m0/s1","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3",0,1
1253,IC6D3-1OOH-EA0,IC6D3-1OOH,C/C=C/[C@H](C)COO,C/C=C/[C@H](C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3/b4-3+/t6-/m0/s1","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3",0,1
1254,IC6D3-1OOH-ZA1,IC6D3-1OOH,C/C=C\[C@@H](C)COO,C/C=C\[C@@H](C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3/b4-3-/t6-/m1/s1","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3",0,1
1255,IC6D3-1OOH-EA1,IC6D3-1OOH,C/C=C/[C@@H](C)COO,C/C=C/[C@@H](C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3/b4-3+/t6-/m1/s1","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3",0,1
1256,IC6D3-2OOH-Z,IC6D3-2OOH,C/C=C\C(C)(C)OO,C/C=C\C(C)(C)OO,"InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4-5,7H,1-3H3/b5-4-","InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4-5,7H,1-3H3",0,1
1257,IC6D3-2OOH-E,IC6D3-2OOH,C/C=C/C(C)(C)OO,C/C=C/C(C)(C)OO,"InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4-5,7H,1-3H3/b5-4+","InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4-5,7H,1-3H3",0,1
1258,IC6D3-5OOH-Z,IC6D3-5OOH,CC(C)/C=C\COO,CC(C)/C=C\COO,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h3-4,6-7H,5H2,1-2H3/b4-3-","InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h3-4,6-7H,5H2,1-2H3",0,1
1259,IC6D3-5OOH-E,IC6D3-5OOH,CC(C)/C=C/COO,CC(C)/C=C/COO,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h3-4,6-7H,5H2,1-2H3/b4-3+","InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h3-4,6-7H,5H2,1-2H3",0,1
1260,IC6D4,IC6D4,C=CCC(C)C,C=CCC(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3","InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3",0,1
1261,IC6D4-1OOH-A0,IC6D4-1OOH,C=CC[C@H](C)COO,C=CC[C@H](C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3,6-7H,1,4-5H2,2H3/t6-/m0/s1","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3,6-7H,1,4-5H2,2H3",0,1
1262,IC6D4-1OOH-A1,IC6D4-1OOH,C=CC[C@@H](C)COO,C=CC[C@@H](C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3,6-7H,1,4-5H2,2H3/t6-/m1/s1","InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3,6-7H,1,4-5H2,2H3",0,1
1263,IC6D4-2OOH,IC6D4-2OOH,C=CCC(C)(C)OO,C=CCC(C)(C)OO,"InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4,7H,1,5H2,2-3H3","InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4,7H,1,5H2,2-3H3",0,1
1264,IC6D4-3OOH-A0,IC6D4-3OOH,C=C[C@@H](C(C)C)OO,C=C[C@@H](C(C)C)OO,"InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h4-7H,1H2,2-3H3/t6-/m0/s1","InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h4-7H,1H2,2-3H3",0,1
1265,IC6D4-3OOH-A1,IC6D4-3OOH,C=C[C@H](C(C)C)OO,C=C[C@H](C(C)C)OO,"InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h4-7H,1H2,2-3H3/t6-/m1/s1","InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h4-7H,1H2,2-3H3",0,1
1266,IC6KET1-1A-A1,IC6KET1-1A,CCC[C@H](C=O)COO,CCC[C@H](C=O)COO,"InChI=1S/C6H12O3/c1-2-3-6(4-7)5-9-8/h4,6,8H,2-3,5H2,1H3/t6-/m1/s1","InChI=1S/C6H12O3/c1-2-3-6(4-7)5-9-8/h4,6,8H,2-3,5H2,1H3",0,1
1267,IC6KET1-1A-A0,IC6KET1-1A,CCC[C@@H](C=O)COO,CCC[C@@H](C=O)COO,"InChI=1S/C6H12O3/c1-2-3-6(4-7)5-9-8/h4,6,8H,2-3,5H2,1H3/t6-/m0/s1","InChI=1S/C6H12O3/c1-2-3-6(4-7)5-9-8/h4,6,8H,2-3,5H2,1H3",0,1
1268,IC6KET1-2-A1,IC6KET1-2,CCC[C@](C)(C=O)OO,CCC[C@](C)(C=O)OO,"InChI=1S/C6H12O3/c1-3-4-6(2,5-7)9-8/h5,8H,3-4H2,1-2H3/t6-/m1/s1","InChI=1S/C6H12O3/c1-3-4-6(2,5-7)9-8/h5,8H,3-4H2,1-2H3",0,1
1269,IC6KET1-2-A0,IC6KET1-2,CCC[C@@](C)(C=O)OO,CCC[C@@](C)(C=O)OO,"InChI=1S/C6H12O3/c1-3-4-6(2,5-7)9-8/h5,8H,3-4H2,1-2H3/t6-/m0/s1","InChI=1S/C6H12O3/c1-3-4-6(2,5-7)9-8/h5,8H,3-4H2,1-2H3",0,1
1270,IC6KET1-3-AA0,IC6KET1-3,CC[C@@H]([C@@H](C)C=O)OO,CC[C@@H]([C@@H](C)C=O)OO,"InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3",0,1
1271,IC6KET1-3-AB0,IC6KET1-3,CC[C@H]([C@@H](C)C=O)OO,CC[C@H]([C@@H](C)C=O)OO,"InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3",0,1
1272,IC6KET1-3-AB1,IC6KET1-3,CC[C@@H]([C@H](C)C=O)OO,CC[C@@H]([C@H](C)C=O)OO,"InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3",0,1
1273,IC6KET1-3-AA1,IC6KET1-3,CC[C@H]([C@H](C)C=O)OO,CC[C@H]([C@H](C)C=O)OO,"InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3",0,1
1274,IC6KET1-4-AB1,IC6KET1-4,C[C@H](C[C@H](C)OO)C=O,C[C@@H](C=O)C[C@H](C)OO,"InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3",0,1
1275,IC6KET1-4-AA1,IC6KET1-4,C[C@H](C[C@@H](C)OO)C=O,C[C@@H](C=O)C[C@@H](C)OO,"InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3",0,1
1276,IC6KET1-4-AA0,IC6KET1-4,C[C@@H](C[C@H](C)OO)C=O,C[C@H](C=O)C[C@H](C)OO,"InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3",0,1
1277,IC6KET1-4-AB0,IC6KET1-4,C[C@@H](C[C@@H](C)OO)C=O,C[C@H](C=O)C[C@@H](C)OO,"InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3",0,1
1278,IC6KET1-5-A1,IC6KET1-5,C[C@H](CCCOO)C=O,C[C@@H](C=O)CCCOO,"InChI=1S/C6H12O3/c1-6(5-7)3-2-4-9-8/h5-6,8H,2-4H2,1H3/t6-/m1/s1","InChI=1S/C6H12O3/c1-6(5-7)3-2-4-9-8/h5-6,8H,2-4H2,1H3",0,1
1279,IC6KET1-5-A0,IC6KET1-5,C[C@@H](CCCOO)C=O,C[C@H](C=O)CCCOO,"InChI=1S/C6H12O3/c1-6(5-7)3-2-4-9-8/h5-6,8H,2-4H2,1H3/t6-/m0/s1","InChI=1S/C6H12O3/c1-6(5-7)3-2-4-9-8/h5-6,8H,2-4H2,1H3",0,1
1280,IC6KET3-1-A0,IC6KET3-1,CCC([C@@H](C)COO)=O,CCC([C@@H](C)COO)=O,"InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3/t5-/m0/s1","InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3",0,1
1281,IC6KET3-1-A1,IC6KET3-1,CCC([C@H](C)COO)=O,CCC([C@H](C)COO)=O,"InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3/t5-/m1/s1","InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3",0,1
1282,IC6KET3-2,IC6KET3-2,CCC(C(C)(C)OO)=O,CCC(C(C)(C)OO)=O,"InChI=1S/C6H12O3/c1-4-5(7)6(2,3)9-8/h8H,4H2,1-3H3","InChI=1S/C6H12O3/c1-4-5(7)6(2,3)9-8/h8H,4H2,1-3H3",0,1
1283,IC6KET3-4-A0,IC6KET3-4,CC(C)C([C@H](C)OO)=O,CC(C)C([C@H](C)OO)=O,"InChI=1S/C6H12O3/c1-4(2)6(7)5(3)9-8/h4-5,8H,1-3H3/t5-/m0/s1","InChI=1S/C6H12O3/c1-4(2)6(7)5(3)9-8/h4-5,8H,1-3H3",0,1
1284,IC6KET3-4-A1,IC6KET3-4,CC(C)C([C@@H](C)OO)=O,CC(C)C([C@@H](C)OO)=O,"InChI=1S/C6H12O3/c1-4(2)6(7)5(3)9-8/h4-5,8H,1-3H3/t5-/m1/s1","InChI=1S/C6H12O3/c1-4(2)6(7)5(3)9-8/h4-5,8H,1-3H3",0,1
1285,IC6KET3-5,IC6KET3-5,CC(C)C(CCOO)=O,CC(C)C(CCOO)=O,"InChI=1S/C6H12O3/c1-5(2)6(7)3-4-9-8/h5,8H,3-4H2,1-2H3","InChI=1S/C6H12O3/c1-5(2)6(7)3-4-9-8/h5,8H,3-4H2,1-2H3",0,1
1286,IC6KET4-1-A0,IC6KET4-1,C[C@@H](CC(C)=O)COO,CC(C[C@H](C)COO)=O,"InChI=1S/C6H12O3/c1-5(4-9-8)3-6(2)7/h5,8H,3-4H2,1-2H3/t5-/m0/s1","InChI=1S/C6H12O3/c1-5(4-9-8)3-6(2)7/h5,8H,3-4H2,1-2H3",0,1
1287,IC6KET4-1-A1,IC6KET4-1,C[C@H](CC(C)=O)COO,CC(C[C@@H](C)COO)=O,"InChI=1S/C6H12O3/c1-5(4-9-8)3-6(2)7/h5,8H,3-4H2,1-2H3/t5-/m1/s1","InChI=1S/C6H12O3/c1-5(4-9-8)3-6(2)7/h5,8H,3-4H2,1-2H3",0,1
1288,IC6KET4-2,IC6KET4-2,CC(CC(C)(C)OO)=O,CC(CC(C)(C)OO)=O,"InChI=1S/C6H12O3/c1-5(7)4-6(2,3)9-8/h8H,4H2,1-3H3","InChI=1S/C6H12O3/c1-5(7)4-6(2,3)9-8/h8H,4H2,1-3H3",0,1
1289,IC6KET4-3-A1,IC6KET4-3,CC(C)[C@H](C(C)=O)OO,CC([C@@H](C(C)C)OO)=O,"InChI=1S/C6H12O3/c1-4(2)6(9-8)5(3)7/h4,6,8H,1-3H3/t6-/m1/s1","InChI=1S/C6H12O3/c1-4(2)6(9-8)5(3)7/h4,6,8H,1-3H3",0,1
