,name,smiles,inchi
2169,C7H14OOH1-5,CC[CH]CCCCOO,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h3,8H,2,4-7H2,1H3"
2170,C7H14OOH1-5O,OOCCCCC(CC)[O],"InChI=1S/C7H15O3/c1-2-7(8)5-3-4-6-10-9/h7,9H,2-6H2,1H3"
2171,C7H14OOH1-5O2,OOCCCCC(O[O])CC,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-8H,2-6H2,1H3"
2172,C7H14OOH2-1,CCCCCC(OO)[CH2],"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7-8H,2-6H2,1H3"
2173,C7H14OOH2-1O,CCCCCC(OO)C[O],"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7,9H,2-6H2,1H3"
2174,C7H14OOH2-1O2,CCCCCC(CO[O])OO,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7,9H,2-6H2,1H3"
2175,C7H14OOH2-3,CCCC[CH]C(OO)C,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h6-8H,3-5H2,1-2H3"
2176,C7H14OOH2-3O,CC(C(CCCC)[O])OO,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3"
2177,C7H14OOH2-3O2,CC(C(O[O])CCCC)OO,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-8H,3-5H2,1-2H3"
2178,C7H14OOH2-4,CCC[CH]CC(OO)C,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h5,7-8H,3-4,6H2,1-2H3"
2179,C7H14OOH2-4O,CC(OO)CC(CCC)[O],"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3"
2180,C7H14OOH2-4O2,CC(OO)CC(O[O])CCC,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-8H,3-5H2,1-2H3"
2181,C7H14OOH2-5,CC[CH]CCC(OO)C,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h4,7-8H,3,5-6H2,1-2H3"
2182,C7H14OOH2-5O,CCC(CCC(OO)C)[O],"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3"
2183,C7H14OOH2-5O2,OOC(CCC(O[O])CC)C,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-8H,3-5H2,1-2H3"
2184,C7H14OOH2-6,C[CH]CCCC(OO)C,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,4-6H2,1-2H3"
2185,C7H14OOH2-6O,OOC(CCCC([O])C)C,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3"
2186,C7H14OOH2-6O2,OOC(CCCC(O[O])C)C,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-8H,3-5H2,1-2H3"
2187,C7H14OOH3-1,CCCCC(OO)C[CH2],"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,2-6H2,1H3"
2188,C7H14OOH3-1O,CCCCC(CC[O])OO,"InChI=1S/C7H15O3/c1-2-3-4-7(10-9)5-6-8/h7,9H,2-6H2,1H3"
2189,C7H14OOH3-1O2,CCCCC(CCO[O])OO,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7,9H,2-6H2,1H3"
2190,C7H14OOH3-2,CCCCC(OO)[CH]C,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,3,5-6H2,1-2H3"
2191,C7H14OOH3-2O,CCCCC(C([O])C)OO,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3"
2192,C7H14OOH3-2O2,CC(C(OO)CCCC)O[O],"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-7,9H,3-5H2,1-2H3"
2193,C7H14OOH3-4,CCC[CH]C(OO)CC,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h6-8H,3-5H2,1-2H3"
2194,C7H14OOH3-4O,CCCC(C(OO)CC)[O],"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3"
2195,C7H14OOH3-4O2,CCCC(C(OO)CC)O[O],"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-8H,3-5H2,1-2H3"
2196,C7H14OOH3-5,CC[CH]CC(OO)CC,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h5,7-8H,3-4,6H2,1-2H3"
2197,C7H14OOH3-5O,CCC(CC(OO)CC)[O],"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3"
2198,C7H14OOH3-5O2,CCC(CC(OO)CC)O[O],"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-8H,3-5H2,1-2H3"
2199,C7H14OOH3-6,C[CH]CCC(OO)CC,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,4-6H2,1-2H3"
2200,C7H14OOH3-6O,CCC(CCC([O])C)OO,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3"
2201,C7H14OOH3-6O2,[O]OC(CCC(OO)CC)C,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-7,9H,3-5H2,1-2H3"
2202,C7H14OOH3-7,[CH2]CCCC(OO)CC,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,1,3-6H2,2H3"
2203,C7H14OOH3-7O,[O]CCCCC(OO)CC,"InChI=1S/C7H15O3/c1-2-7(10-9)5-3-4-6-8/h7,9H,2-6H2,1H3"
2204,C7H14OOH3-7O2,[O]OCCCCC(OO)CC,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7,9H,2-6H2,1H3"
2205,C7H14OOH4-1,CCCC(CC[CH2])OO,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,3-6H2,2H3"
2206,C7H14OOH4-1O,CCCC(CCC[O])OO,"InChI=1S/C7H15O3/c1-2-4-7(10-9)5-3-6-8/h7,9H,2-6H2,1H3"
2207,C7H14OOH4-1O2,CCCC(CCCO[O])OO,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7,9H,2-6H2,1H3"
2208,C7H14OOH4-2,C[CH]CC(CCC)OO,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,4-6H2,1-2H3"
2209,C7H14OOH4-2O,CCCC(CC([O])C)OO,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3"
2210,C7H14OOH4-2O2,CC(O[O])CC(OO)CCC,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-7,9H,3-5H2,1-2H3"
2211,C7H14OOH4-3,CC[CH]C(CCC)OO,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h5,7-8H,3-4,6H2,1-2H3"
2212,C7H14OOH4-3O,CCCC(C(CC)[O])OO,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3"
2213,C7H14OOH4-3O2,CCCC(C(O[O])CC)OO,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-7,9H,3-5H2,1-2H3"
2214,C7H15-1,CCCCCC[CH2],"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3"
2215,C7H15-1O,CCCCCCC[O],"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h2-7H2,1H3"
2216,C7H15-1O2,CCCCCCCO[O],"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3"
2217,C7H15-2,C[CH]CCCCC,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h3H,4-7H2,1-2H3"
2218,C7H15-2O,CCCCCC([O])C,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7H,3-6H2,1-2H3"
2219,C7H15-2O2,CCCCCC(O[O])C,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3"
2220,C7H15-3,CC[CH]CCCC,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3"
2221,C7H15-3O,CCCCC(CC)[O],"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h7H,3-6H2,1-2H3"
2222,C7H15-3O2,CCCCC(O[O])CC,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3"
2223,C7H15-4,CCC[CH]CCC,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3"
2224,C7H15-4O,CCCC(CCC)[O],"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h7H,3-6H2,1-2H3"
2225,C7H15-4O2,CCCC(CCC)O[O],"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3"
2226,C7H15OOH-1,CCCCCCCOO,"InChI=1S/C7H16O2/c1-2-3-4-5-6-7-9-8/h8H,2-7H2,1H3"
2227,C7H15OOH-2,CCCCCC(OO)C,"InChI=1S/C7H16O2/c1-3-4-5-6-7(2)9-8/h7-8H,3-6H2,1-2H3"
2228,C7H15OOH-3,CCCCC(OO)CC,"InChI=1S/C7H16O2/c1-3-5-6-7(4-2)9-8/h7-8H,3-6H2,1-2H3"
2229,C7H15OOH-4,CCCC(CCC)OO,"InChI=1S/C7H16O2/c1-3-5-7(9-8)6-4-2/h7-8H,3-6H2,1-2H3"
2230,NC7H16,CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3"
2231,C6H5C2H,C#Cc1ccccc1,"InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h1,3-7H"
2232,C6H5CCH2,C=C=C1[CH]C=CC=C1,"InChI=1S/C8H7/c1-2-8-6-4-3-5-7-8/h3-7H,1H2"
2233,C6H5CHCH,[CH]=Cc1ccccc1,InChI=1S/C8H7/c1-2-8-6-4-3-5-7-8/h1-7H
2234,C6H5C2H3,C=Cc1ccccc1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2"
2235,C6H5CH2CH2,[CH2]Cc1ccccc1,"InChI=1S/C8H9/c1-2-8-6-4-3-5-7-8/h3-7H,1-2H2"
2236,C6H5CH2CH2OO,[O]OCCc1ccccc1,"InChI=1S/C8H9O2/c9-10-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2"
2237,C6H5CHCH3,CC=C1[CH]C=CC=C1,"InChI=1S/C8H9/c1-2-8-6-4-3-5-7-8/h2-7H,1H3"
2238,C6H5CHOOCH3,[O]OC(c1ccccc1)C,"InChI=1S/C8H9O2/c1-7(10-9)8-5-3-2-4-6-8/h2-7H,1H3"
2239,C6H5C2H5,CCc1ccccc1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
2240,H15DE25DM-S,C=C(C)[CH]CC(=C)C,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h5H,1,3,6H2,2,4H3"
2241,H15DE25DM-A,C=C([CH2])CCC(=C)C,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h1-3,5-6H2,4H3"
2242,H15DE25DM-AO,C=C(C)CCC(=C)C[O],"InChI=1S/C8H13O/c1-7(2)4-5-8(3)6-9/h1,3-6H2,2H3"
2243,H15DE25DM-SO,C=C(C)CC(C(=C)C)[O],"InChI=1S/C8H13O/c1-6(2)5-8(9)7(3)4/h8H,1,3,5H2,2,4H3"
2244,H15DE25DM,C=C(C)CCC(=C)C,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h1,3,5-6H2,2,4H3"
2245,C8H16-3,CCCCC=CCC,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h5,7H,3-4,6,8H2,1-2H3"
2246,C9H6O,O=C1C=Cc2c1cccc2,InChI=1S/C9H6O/c10-9-6-5-7-3-1-2-4-8(7)9/h1-6H
2247,C9H7,c1ccc2c(c1)C=C[CH]2,InChI=1S/C9H7/c1-2-5-9-7-3-6-8(9)4-1/h1-7H
2248,IND,c1ccc2c(c1)C=CC2,"InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2"
2249,NAPH-,c1ccc2c([c]1)cccc2,InChI=1S/C10H7/c1-2-6-10-8-4-3-7-9(10)5-1/h1-7H
2250,NAPHO,[O]c1cccc2c1cccc2,InChI=1S/C10H7O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H
2251,NAPHV,c1ccc2c(c1)C=C=C[CH]2,"InChI=1S/C10H7/c1-2-6-10-8-4-3-7-9(10)5-1/h1-3,5-8H"
2252,NAPH,c1ccc2c(c1)cccc2,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H
2253,C10H9,C1=Cc2c([CH]C1)cccc2,"InChI=1S/C10H9/c1-2-6-10-8-4-3-7-9(10)5-1/h1-3,5-8H,4H2"
2254,C10H10,C1=Cc2c(CC1)cccc2,"InChI=1S/C10H10/c1-2-6-10-8-4-3-7-9(10)5-1/h1-3,5-7H,4,8H2"
2255,FLUORENE,c1ccc2c(c1)Cc1c2cccc1,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2"
2256,C14H11,c1ccc(cc1)[C]=Cc1ccccc1,InChI=1S/C14H11/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-11H
2257,C14H11O-1O2H,OOC(C(=O)c1ccccc1)c1ccccc1,"InChI=1S/C14H12O3/c15-13(11-7-3-1-4-8-11)14(17-16)12-9-5-2-6-10-12/h1-10,14,16H"
2258,C14H12,c1ccc(cc1)C=Cc1ccccc1,InChI=1S/C14H12/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-12H
2259,C14H12O,O=C(c1ccccc1)Cc1ccccc1,"InChI=1S/C14H12O/c15-14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-10H,11H2"
2260,C14H12O2H-1O2,OOC(C(c1ccccc1)O[O])c1ccccc1,"InChI=1S/C14H13O4/c15-17-13(11-7-3-1-4-8-11)14(18-16)12-9-5-2-6-10-12/h1-10,13-15H"
2261,C14H12OOH,OOC(c1ccccc1)[CH]c1ccccc1,"InChI=1S/C14H13O2/c15-16-14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-11,14-15H"
2262,C14H13,c1ccc(cc1)[CH]Cc1ccccc1,"InChI=1S/C14H13/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-11H,12H2"
2263,C14H13O,[O]C(c1ccccc1)Cc1ccccc1,"InChI=1S/C14H13O/c15-14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-10,14H,11H2"
2264,C14H13OO,[O]OC(c1ccccc1)Cc1ccccc1,"InChI=1S/C14H13O2/c15-16-14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-10,14H,11H2"
2265,C14H13OOH,OOC(c1ccccc1)Cc1ccccc1,"InChI=1S/C14H14O2/c15-16-14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-10,14-15H,11H2"
2266,C14H14,c1ccc(cc1)CCc1ccccc1,"InChI=1S/C14H14/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-10H,11-12H2"
2267,C16H10,c1cc2ccc3cccc4ccc(c1)c2c34,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H
2268,AC5H9-A1,,"InChI=1S/C5H9/c1-4-5(2)3/h2-4H2,1H3"
2269,B13DE2M-3,C=C(C)[C]=C,"InChI=1S/C5H7/c1-4-5(2)3/h1-2H2,3H3"
2270,BUTA123TRIENE,C=C=C=C,InChI=1S/C4H4/c1-3-4-2/h1-2H2
2271,C#CCVCCJ,C#CC=C[CH2],"InChI=1S/C5H5/c1-3-5-4-2/h1,4-5H,2H2"
2272,C(OH)CY(COC),CC1(O)CO1,"InChI=1S/C3H6O2/c1-3(4)2-5-3/h4H,2H2,1H3"
2273,C14H10,C1C=C2C(=CC=1)C3=C(C=CC=C3)C=C2,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H
2275,C2H4COCHOQ3,O=CC(=O)CCOO,"InChI=1S/C4H6O4/c5-3-4(6)1-2-8-7/h3,7H,1-2H2"
2276,C2H5CO2,CCC([O])=O,"InChI=1S/C3H5O2/c1-2-3(4)5/h2H2,1H3"
2277,C2H5NO,CCN=O,"InChI=1S/C2H5NO/c1-2-3-4/h2H2,1H3"
2278,C2H5NO2,[O-][N+](=O)CC,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3"
2279,C3H4OH1KT2-3,O=C(CO)COO,"InChI=1S/C3H6O4/c4-1-3(5)2-7-6/h4,6H,1-2H2"
2280,C3H4OHOOH1-3-2,C=C(CO)OO,"InChI=1S/C3H6O3/c1-3(2-4)6-5/h4-5H,1-2H2"
2281,C3H5CHOQ1-3,[CH2]CC(C=O)OO,"InChI=1S/C4H7O3/c1-2-4(3-5)7-6/h3-4,6H,1-2H2"
2282,C3H5CHOQ1-3O2,[O]OCCC(C=O)OO,"InChI=1S/C4H7O5/c5-3-4(9-7)1-2-8-6/h3-4,7H,1-2H2"
2283,C3H5CHOQ2-1,CC(C=C[O])OO,"InChI=1S/C4H7O3/c1-4(7-6)2-3-5/h2-4,6H,1H3"
2284,C3H5CHOQ2-1O2,CC(OO)C(C=O)O[O],"InChI=1S/C4H7O5/c1-3(8-6)4(2-5)9-7/h2-4,6H,1H3"
2285,C3H5CHOQ3-1,[O]C=CCCOO,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h1,3,6H,2,4H2"
2286,C3H5CHOQ3-1O2,[O]OC(C=O)CCOO,"InChI=1S/C4H7O5/c5-3-4(9-7)1-2-8-6/h3-4,6H,1-2H2"
2287,C3H5CHOQ3-2,O=CC[CH]COO,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h2-3,6H,1,4H2"
2288,C3H6CHO-1O2,CCC(C=O)O[O],"InChI=1S/C4H7O3/c1-2-4(3-5)7-6/h3-4H,2H2,1H3"
2289,C3H6CHO-2O2,CC(CC=O)O[O],"InChI=1S/C4H7O3/c1-4(7-6)2-3-5/h3-4H,2H2,1H3"
2290,C3H6CHO-3O2,[O]OCCCC=O,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h3H,1-2,4H2"
2291,C3H6COQ1,CCC([C]=O)OO,"InChI=1S/C4H7O3/c1-2-4(3-5)7-6/h4,6H,2H2,1H3"
2292,C3H6COQ2,CC(C[C]=O)OO,"InChI=1S/C4H7O3/c1-4(7-6)2-3-5/h4,6H,2H2,1H3"
2293,C3H6COQ3,O=[C]CCCOO,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h6H,1-2,4H2"
2294,C3H6O3,C1OCOCO1,InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2
2295,C4H5-2C2H,,
2296,C4H61KET43,C=CC(OO)C=O,"InChI=1S/C4H6O3/c1-2-4(3-5)7-6/h2-4,6H,1H2"
2297,C4H61KET43O,C=CC([O])C=O,"InChI=1S/C4H5O2/c1-2-4(6)3-5/h2-4H,1H2"
2298,C4H61OOH3-4,C=CC(OO)[CH2],"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3-5H,1-2H2"
2299,C4H61OOH4-3O2,C=CC(COO)O[O],"InChI=1S/C4H7O4/c1-2-4(8-6)3-7-5/h2,4-5H,1,3H2"
2300,"C4H6CHO-2,4O",CC([O])C=CC=O,"InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h2-5H,1H3"
2301,"C4H6CHO-3,1",CC=CC[C]=O,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3H,4H2,1H3"
2302,"C4H6CHO-3,2",CC=C[CH]C=O,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-5H,1H3"
2303,"C4H6CHO-4,3",C=C[CH]CC=O,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3,5H,1,4H2"
2304,C4H6OH1KET2-3,C(O)C(=O)C(OO)C,"InChI=1S/C4H8O4/c1-3(8-7)4(6)2-5/h3,5,7H,2H2,1H3"
2305,C4H6OH2KET1-4,C(=O)C(O)CC(OO),"InChI=1S/C4H8O4/c5-3-4(6)1-2-8-7/h3-4,6-7H,1-2H2"
2306,C4H71-3O2,C=CC(O[O])C,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3-4H,1H2,2H3"
2307,C4H72-1O2,C(O[O])C=CC,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3H,4H2,1H3"
2308,C4H7OH1O1-2,C(O1)(O)C1CC,"InChI=1S/C4H8O2/c1-2-3-4(5)6-3/h3-5H,2H2,1H3"
2309,C4H7OH1O2-3,C(O)C1C(O1)C,"InChI=1S/C4H8O2/c1-3-4(2-5)6-3/h3-5H,2H2,1H3"
2310,C4H7OH2O1-2,C(O1)C1(O)CC,"InChI=1S/C4H8O2/c1-2-4(5)3-6-4/h5H,2-3H2,1H3"
2311,C4H7OH2O1-4,C(O1)C(O)CC1,"InChI=1S/C4H8O2/c5-4-1-2-6-3-4/h4-5H,1-3H2"
2312,C5H3O,C1(=O)[C]=CC=C1,InChI=1S/C5H3O/c6-5-3-1-2-4-5/h1-3H
2313,C5H6-L,C#CC=CC,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3"
2314,C5H7-13-2,C=[C]C=CC,"InChI=1S/C5H7/c1-3-5-4-2/h4-5H,1H2,2H3"
2315,C5H7-13-3,C=C[C]=CC,"InChI=1S/C5H7/c1-3-5-4-2/h3-4H,1H2,2H3"
2316,C5H7-14-1,[CH]=CCC=C,"InChI=1S/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2"
2317,C5H7-14-1O2,C(O[O])=CCC=C,"InChI=1S/C5H7O2/c1-2-3-4-5-7-6/h2,4-5H,1,3H2"
2318,"C5H81-3,4OOH",C=CC(OO)C(OO)C,"InChI=1S/C5H10O4/c1-3-5(9-7)4(2)8-6/h3-7H,1H2,2H3"
2319,"C5H81-3,5OOH",C=CC(OO)CC(OO),"InChI=1S/C5H10O4/c1-2-5(9-7)3-4-8-6/h2,5-7H,1,3-4H2"
2320,C5H81O-3-4OOH,C=CC([O])C(OO)C,"InChI=1S/C5H9O3/c1-3-5(6)4(2)8-7/h3-5,7H,1H2,2H3"
2321,C5H81O-3-5OOH,C=CC([O])CC(OO),"InChI=1S/C5H9O3/c1-2-5(6)3-4-8-7/h2,5,7H,1,3-4H2"
2322,C5H81OOH4-3,C=C[CH]C(OO)C,"InChI=1S/C5H9O2/c1-3-4-5(2)7-6/h3-6H,1H2,2H3"
2323,"C5H82-1,4OOH",C(OO)C=CC(OO)C,"InChI=1S/C5H10O4/c1-5(9-7)3-2-4-8-6/h2-3,5-7H,4H2,1H3"
2324,"C5H82-4,5OOH",CC=CC(OO)C(OO),"InChI=1S/C5H10O4/c1-2-3-5(9-7)4-8-6/h2-3,5-7H,4H2,1H3"
2325,C5H82KET45,CC=CC(=O)C(OO),"InChI=1S/C5H8O3/c1-2-3-5(6)4-8-7/h2-3,7H,4H2,1H3"
2326,C5H82O-4-1OOH,C(OO)C=CC([O])C,"InChI=1S/C5H9O3/c1-5(6)3-2-4-8-7/h2-3,5,7H,4H2,1H3"
2327,C5H82O-4-5OOH,CC=CC([O])C(OO),"InChI=1S/C5H9O3/c1-2-3-5(6)4-8-7/h2-3,5,7H,4H2,1H3"
2328,C5H82OH2Q1,C(OO)C(O)=CCC,"InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h3,6-7H,2,4H2,1H3"
2329,C5H82OOH1-4,C(OO)C=C[CH]C,"InChI=1S/C5H9O2/c1-2-3-4-5-7-6/h2-4,6H,5H2,1H3"
2330,C5H83OH1Q2,C(O)C(OO)C=CC,"InChI=1S/C5H10O3/c1-2-3-5(4-6)8-7/h2-3,5-7H,4H2,1H3"
2331,C5H83OH2Q1,C(OO)C(O)C=CC,"InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h2-3,5-7H,4H2,1H3"
2332,C5H84OH1Q2,C(O)C(OO)CC=C,"InChI=1S/C5H10O3/c1-2-3-5(4-6)8-7/h2,5-7H,1,3-4H2"
2333,C5H84OH2Q1,C(OO)C(O)CC=C,"InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h2,5-7H,1,3-4H2"
2334,C5H91OO2-3,[CH2]C(OO1)C1CC,"InChI=1S/C5H9O2/c1-3-5-4(2)6-7-5/h4-5H,2-3H2,1H3"
2335,C5H91OO2-4,[CH2]C(OO1)CC1C,"InChI=1S/C5H9O2/c1-4-3-5(2)7-6-4/h4-5H,1,3H2,2H3"
2336,C5H91OO2-5,[CH2]C(OO1)CCC1,"InChI=1S/C5H9O2/c1-5-3-2-4-6-7-5/h5H,1-4H2"
2337,C5H92OO1-3,C(OO1)[CH]C1CC,"InChI=1S/C5H9O2/c1-2-5-3-4-6-7-5/h3,5H,2,4H2,1H3"
2338,C5H92OO1-4,C(OO1)[CH]CC1C,"InChI=1S/C5H9O2/c1-5-3-2-4-6-7-5/h2,5H,3-4H2,1H3"
2339,C5H92OO1-5,C(OO1)[CH]CCC1,"InChI=1S/C5H9O2/c1-2-4-6-7-5-3-1/h2H,1,3-5H2"
2340,C5H92OO3-4,C[CH]C(OO1)C1C,"InChI=1S/C5H9O2/c1-3-5-4(2)6-7-5/h3-5H,1-2H3"
2341,C5H92OO3-5,C[CH]C(OO1)CC1,"InChI=1S/C5H9O2/c1-2-5-3-4-6-7-5/h2,5H,3-4H2,1H3"
2342,C5H93OO1-2,C(OO1)C1[CH]CC,"InChI=1S/C5H9O2/c1-2-3-5-4-6-7-5/h3,5H,2,4H2,1H3"
2343,C5H93OO2-4,CC1[CH]C(OO1)C,"InChI=1S/C5H9O2/c1-4-3-5(2)7-6-4/h3-5H,1-2H3"
2344,C5H93OO2-5,CC1[CH]CC(OO1),"InChI=1S/C5H9O2/c1-5-3-2-4-6-7-5/h3,5H,2,4H2,1H3"
2345,C5H9O1-2O-3,C(O1)C1C([O])CC,"InChI=1S/C5H9O2/c1-2-4(6)5-3-7-5/h4-5H,2-3H2,1H3"
2346,C5H9O1-2O-4,C(O1)C1CC([O])C,"InChI=1S/C5H9O2/c1-4(6)2-5-3-7-5/h4-5H,2-3H2,1H3"
2347,C5H9O2-3O-1,C([O])C1C(O1)CC,"InChI=1S/C5H9O2/c1-2-4-5(3-6)7-4/h4-5H,2-3H2,1H3"
2348,C5H9O2-3O-4,CC1C(O1)C([O])C,"InChI=1S/C5H9O2/c1-3(6)5-4(2)7-5/h3-5H,1-2H3"
2349,C5H9O2-3O-5,CC1C(O1)CC([O]),"InChI=1S/C5H9O2/c1-4-5(7-4)2-3-6/h4-5H,2-3H2,1H3"
2350,"C5H9OH1-2,4",C[CH]C=CC(O),"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4,6H,5H2,1H3"
2351,"C5H9OH1-2,4O",CC([O])C=CC(O),"InChI=1S/C5H9O2/c1-5(7)3-2-4-6/h2-3,5-6H,4H2,1H3"
