,name,smiles,inchi
987,"C5H9D-B,COOH",OOC(C(OO)(C)C)[CH2],"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6-7H,1H2,2-3H3"
988,C5H9OH1Q2-1,CCCC(OO)[CH]O,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h4-7H,2-3H2,1H3"
989,C5H9OH1Q2-3,CC[CH]C(OO)CO,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h3,5-7H,2,4H2,1H3"
990,C5H9OH1Q2-3O2,OCC(C(O[O])CC)OO,"InChI=1S/C5H11O5/c1-2-4(9-7)5(3-6)10-8/h4-6,8H,2-3H2,1H3"
991,C5H9OH1Q2-4,C[CH]CC(OO)CO,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h2,5-7H,3-4H2,1H3"
992,C5H9OH1Q2-4O2,[O]OC(CC(OO)CO)C,"InChI=1S/C5H11O5/c1-4(9-7)2-5(3-6)10-8/h4-6,8H,2-3H2,1H3"
993,C5H9OH1Q2-5,[CH2]CCC(OO)CO,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h5-7H,1-4H2"
994,C5H9OH1Q2-5O2,[O]OCCCC(OO)CO,"InChI=1S/C5H11O5/c6-4-5(10-8)2-1-3-9-7/h5-6,8H,1-4H2"
995,C5H9OH2Q1-2,CCC[C](COO)O,"InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h6-7H,2-4H2,1H3"
996,C5H9OH2Q1-3,CC[CH]C(COO)O,"InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h3,5-7H,2,4H2,1H3"
997,C5H9OH2Q1-3O2,OOCC(C(O[O])CC)O,"InChI=1S/C5H11O5/c1-2-5(10-8)4(6)3-9-7/h4-7H,2-3H2,1H3"
998,C5H9OH2Q1-4,C[CH]CC(COO)O,"InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h2,5-7H,3-4H2,1H3"
999,C5H9OH2Q1-4O2,OOCC(CC(O[O])C)O,"InChI=1S/C5H11O5/c1-4(10-8)2-5(6)3-9-7/h4-7H,2-3H2,1H3"
1000,C5H9OH2Q1-5,[CH2]CCC(COO)O,"InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h5-7H,1-4H2"
1001,C5H9OH2Q1-5O2,[O]OCCCC(COO)O,"InChI=1S/C5H11O5/c6-5(4-10-8)2-1-3-9-7/h5-6,8H,1-4H2"
1002,C5H9OH2Q3-1,CCC(C(O)[CH2])OO,"InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h4-7H,2-3H2,1H3"
1003,C5H9OH2Q3-1O2,[O]OCC(C(OO)CC)O,"InChI=1S/C5H11O5/c1-2-5(10-8)4(6)3-9-7/h4-6,8H,2-3H2,1H3"
1004,C5H9OH2Q3-2,CCC([C](O)C)OO,"InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h5-7H,3H2,1-2H3"
1005,C5H9OH2Q3-4,C[CH]C(C(O)C)OO,"InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h3-7H,1-2H3"
1006,C5H9OH2Q3-4O2,OOC(C(O[O])C)C(O)C,"InChI=1S/C5H11O5/c1-3(6)5(10-8)4(2)9-7/h3-6,8H,1-2H3"
1007,C5H9OH2Q3-5,[CH2]CC(C(O)C)OO,"InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h4-7H,1,3H2,2H3"
1008,C5H9OH2Q3-5O2,[O]OCCC(C(O)C)OO,"InChI=1S/C5H11O5/c1-4(6)5(10-8)2-3-9-7/h4-6,8H,2-3H2,1H3"
1009,C5H9OH3Q2-1,CCC(C(OO)[CH2])O,"InChI=1S/C5H11O3/c1-3-5(6)4(2)8-7/h4-7H,2-3H2,1H3"
1010,C5H9OH3Q2-1O2,[O]OCC(C(CC)O)OO,"InChI=1S/C5H11O5/c1-2-4(6)5(10-8)3-9-7/h4-6,8H,2-3H2,1H3"
1011,C5H9OH3Q2-3,CC[C](C(OO)C)O,"InChI=1S/C5H11O3/c1-3-5(6)4(2)8-7/h4,6-7H,3H2,1-2H3"
1012,C5H9OH3Q2-4,C[CH]C(C(OO)C)O,"InChI=1S/C5H11O3/c1-3-5(6)4(2)8-7/h3-7H,1-2H3"
1013,C5H9OH3Q2-4O2,OOC(C(C(O[O])C)O)C,"InChI=1S/C5H11O5/c1-3(9-7)5(6)4(2)10-8/h3-7H,1-2H3"
1014,C5H9OH3Q2-5,[CH2]CC(C(OO)C)O,"InChI=1S/C5H11O3/c1-3-5(6)4(2)8-7/h4-7H,1,3H2,2H3"
1015,C5H9OH3Q4-1O2,[O]OCCC(C(OO)C)O,"InChI=1S/C5H11O5/c1-4(10-8)5(6)2-3-9-7/h4-6,8H,2-3H2,1H3"
1016,CC5H10OH,[CH2]C(C(C)C)O,"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-6H,3H2,1-2H3"
1017,CC5H10OOH-A,OOC(C([CH2])C)C,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,1H2,2-3H3"
1018,CC5H10OOH-AO2,[O]OCC(C(OO)C)C,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-5,7H,3H2,1-2H3"
1019,CC5H10OOH-B,OOC([C](C)C)C,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h5-6H,1-3H3"
1020,CC5H10OOH-BO2,OOC(C(O[O])(C)C)C,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6H,1-3H3"
1021,CC5H10OOH-D,OOC(C(C)C)[CH2],"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,3H2,1-2H3"
1022,CC5H10OOH-DO2,[O]OCC(C(C)C)OO,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-5,7H,3H2,1-2H3"
1023,CC5H11,C[CH]C(C)C,"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3"
1024,CC5H11O,CC(C(C)C)[O],"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-5H,1-3H3"
1025,CC5H11O2,[O]OC(C(C)C)C,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3"
1026,CO2C5H10OH,[O]OCC(C(C)C)O,"InChI=1S/C5H11O3/c1-4(2)5(6)3-8-7/h4-6H,3H2,1-2H3"
1027,DC5H10OOH-A,OOCCC([CH2])C,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5-6H,1,3-4H2,2H3"
1028,DC5H10OOH-AO2,OOCCC(CO[O])C,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-6H,2-4H2,1H3"
1029,DC5H10OOH-B,OOCC[C](C)C,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h6H,3-4H2,1-2H3"
1030,DC5H10OOH-BO2,OOCCC(O[O])(C)C,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6H,3-4H2,1-2H3"
1031,DC5H10OOH-C,OOC[CH]C(C)C,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h3,5-6H,4H2,1-2H3"
1032,DC5H10OOH-CO2,OOCC(C(C)C)O[O],"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-6H,3H2,1-2H3"
1033,DC5H11,[CH2]CC(C)C,"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3"
1034,DC5H11O,[O]CCC(C)C,"InChI=1S/C5H11O/c1-5(2)3-4-6/h5H,3-4H2,1-2H3"
1035,DC5H11O2,[O]OCCC(C)C,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3"
1036,NEOC5H10OOH,OOCC([CH2])(C)C,"InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h6H,1,4H2,2-3H3"
1037,NEOC5H10OOH-O2,OOCC(CO[O])(C)C,"InChI=1S/C5H11O4/c1-5(2,3-8-6)4-9-7/h6H,3-4H2,1-2H3"
1038,NEOC5H11,CC([CH2])(C)C,"InChI=1S/C5H11/c1-5(2,3)4/h1H2,2-4H3"
1039,NEOC5H11O,[O]CC(C)(C)C,"InChI=1S/C5H11O/c1-5(2,3)4-6/h4H2,1-3H3"
1040,NEOC5H11O2,[O]OCC(C)(C)C,"InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h4H2,1-3H3"
1041,NEOC5H9Q2,OOCC(COO)([CH2])C,"InChI=1S/C5H11O4/c1-5(2,3-8-6)4-9-7/h6-7H,1,3-4H2,2H3"
1042,O2C5H10OH21,CCCC(O)CO[O],"InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h5-6H,2-4H2,1H3"
1043,O2C5H10OH23,CCC(C(O)C)O[O],"InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h4-6H,3H2,1-2H3"
1044,O2C5H10OH32,CCC(O)C(C)O[O],"InChI=1S/C5H11O3/c1-3-5(6)4(2)8-7/h4-6H,3H2,1-2H3"
1045,AC5H11O2H,CC(CC)COO,"InChI=1S/C5H12O2/c1-3-5(2)4-7-6/h5-6H,3-4H2,1-2H3"
1046,BC5H11O2H,CCC(OO)(C)C,"InChI=1S/C5H12O2/c1-4-5(2,3)7-6/h6H,4H2,1-3H3"
1047,C5H10OOH1-3OH,CCC(CCOO)O,"InChI=1S/C5H12O3/c1-2-5(6)3-4-8-7/h5-7H,2-4H2,1H3"
1048,C5H10OOH2-4OH,OOC(CC(O)C)C,"InChI=1S/C5H12O3/c1-4(6)3-5(2)8-7/h4-7H,3H2,1-2H3"
1049,C5H10OOH3-1OH,OCCC(OO)CC,"InChI=1S/C5H12O3/c1-2-5(8-7)3-4-6/h5-7H,2-4H2,1H3"
1050,C5H11O2H-1,CCCCCOO,"InChI=1S/C5H12O2/c1-2-3-4-5-7-6/h6H,2-5H2,1H3"
1051,C5H11O2H-2,CC(OO)CCC,"InChI=1S/C5H12O2/c1-3-4-5(2)7-6/h5-6H,3-4H2,1-2H3"
1052,C5H11O2H-3,CCC(OO)CC,"InChI=1S/C5H12O2/c1-3-5(4-2)7-6/h5-6H,3-4H2,1-2H3"
1053,CC5H11O2H,OOC(C(C)C)C,"InChI=1S/C5H12O2/c1-4(2)5(3)7-6/h4-6H,1-3H3"
1054,DC5H11O2H,OOCCC(C)C,"InChI=1S/C5H12O2/c1-5(2)3-4-7-6/h5-6H,3-4H2,1-2H3"
1055,IC5H12,CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3"
1056,NC5H11OH,CCCCCO,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
1057,NC5H12,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3"
1058,NEOC5H11O2H,OOCC(C)(C)C,"InChI=1S/C5H12O2/c1-5(2,3)4-7-6/h6H,4H2,1-3H3"
1059,NEOC5H12,CC(C)(C)C,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3"
1060,C6H2,C#CC#CC#C,InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H
1061,C6H3,C#C[C]=CC#C,"InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H"
1062,P-C6H3O2,[O]C1=C=CC(=O)C=C1,InChI=1S/C6H3O2/c7-5-1-2-6(8)4-3-5/h1-3H
1063,C-C6H4,C1=CC=C=C=C1,InChI=1S/C6H4/c1-2-4-6-5-3-1/h1-4H
1064,L-C6H4,C#CC=CC#C,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H"
1065,O-C6H4O2,O=C1C=CC=CC1=O,InChI=1S/C6H4O2/c7-5-3-1-2-4-6(5)8/h1-4H
1066,P-C6H4O2,O=C1C=CC(=O)C=C1,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H
1067,C6H4OH,Oc1c[c]ccc1,"InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-2,4-5,7H"
1068,C6H5,c1[c]cccc1,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H
1069,C6H5O,[O]c1ccccc1,InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-5H
1070,C6H5OO,[O]Oc1ccccc1,InChI=1S/C6H5O2/c7-8-6-4-2-1-3-5-6/h1-5H
1071,C6H5OH,Oc1ccccc1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H"
1072,C6H5OOH,OOc1ccccc1,"InChI=1S/C6H6O2/c7-8-6-4-2-1-3-5-6/h1-5,7H"
1073,C6H6,c1ccccc1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H
1074,CH2CHCHCHCCH,C#CC=CC=C,"InChI=1S/C6H6/c1-3-5-6-4-2/h1,4-6H,2H2"
1075,FULVENE,C=C1C=CC=C1,"InChI=1S/C6H6/c1-6-4-2-3-5-6/h2-5H,1H2"
1076,C5H4CH3,CC1=CC=C[CH]1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-5H,1H3"
1077,C5H5CH2,[CH2]C1C=CC=C1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-6H,1H2"
1078,C5H5CH2-1,C=C1[CH]C=CC1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-4H,1,5H2"
1079,C5H5CH2-2,C=C1[CH]CC=C1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2,4-5H,1,3H2"
1080,CYC6H7,C1[CH]C=CC=C1,"InChI=1S/C6H7/c1-2-4-6-5-3-1/h1-5H,6H2"
1081,C5H5CH3,CC1C=CC=C1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-6H,1H3"
1082,C5H5CH3-1,CC1=CC=CC1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-4H,5H2,1H3"
1083,C5H5CH3-2,CC1=CCC=C1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2,4-5H,3H2,1H3"
1084,C6H8,C=CC=CC=C,"InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2"
1085,CYHEXDN13,C1CC=CC=C1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-4H,5-6H2"
1086,CYHEXDN14,C1=CCC=CC1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2"
1087,CYPENTN-4MTHNE,C=C1CC=CC1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-3H,1,4-5H2"
1088,C6H9-A,C=C[CH]CC=C,"InChI=1S/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2"
1089,CYHEXEN-4J,C1[CH]CC=CC1,"InChI=1S/C6H9/c1-2-4-6-5-3-1/h1-2,5H,3-4,6H2"
1090,CYPENTN-4M3J,CC1[CH]C=CC1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-4,6H,5H2,1H3"
1091,CYPENTN-4M4J,C[C]1CC=CC1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-3H,4-5H2,1H3"
1092,CYPENTN-4MJ,[CH2]C1CC=CC1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-3,6H,1,4-5H2"
1093,I3C6D13-5,C[CH]C(=C)C=C,"InChI=1S/C6H9/c1-4-6(3)5-2/h4-5H,1,3H2,2H3"
1094,I3C6D13-6,[CH2]CC(=C)C=C,"InChI=1S/C6H9/c1-4-6(3)5-2/h4H,1-3,5H2"
1095,I3C6D15-3,C=C[C](C=C)C,"InChI=1S/C6H9/c1-4-6(3)5-2/h4-5H,1-2H2,3H3"
1096,I3C6D15-4,C=CC(C=C)[CH2],"InChI=1S/C6H9/c1-4-6(3)5-2/h4-6H,1-3H2"
1097,IC6D13-1AR,CC=CC(=C)[CH2],"InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,2-3H2,1H3"
1098,IC6D13-5R,C=C[CH]C(=C)C,"InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3"
1099,IC6D14-1,C=CCC(=C)[CH2],"InChI=1S/C6H9/c1-4-5-6(2)3/h4H,1-3,5H2"
1100,XC6D13-1AR,CC(=C)C(=C)[CH2],"InChI=1S/C6H9/c1-5(2)6(3)4/h1-3H2,4H3"
1101,C6H101-5,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2"
1102,C6H10D13,CCC=CC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3"
1103,C6H10D14,C=CCC=CC,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4,6H,1,5H2,2H3"
1104,C6H10D24,CC=CC=CC,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3"
1105,C6H9-AOOH,C=CCC(C=C)OO,"InChI=1S/C6H10O2/c1-3-5-6(4-2)8-7/h3-4,6-7H,1-2,5H2"
1106,EDHF,CCC1OCC=C1,"InChI=1S/C6H10O/c1-2-6-4-3-5-7-6/h3-4,6H,2,5H2,1H3"
1107,ETES1,CCC1OC1C=C,"InChI=1S/C6H10O/c1-3-5-6(4-2)7-5/h3,5-6H,1,4H2,2H3"
1108,I3C6D13,CCC(=C)C=C,"InChI=1S/C6H10/c1-4-6(3)5-2/h4H,1,3,5H2,2H3"
1109,I3C6D15,C=CC(C=C)C,"InChI=1S/C6H10/c1-4-6(3)5-2/h4-6H,1-2H2,3H3"
1110,I3C6D25,CC=C(C=C)C,"InChI=1S/C6H10/c1-4-6(3)5-2/h4-5H,1H2,2-3H3"
1111,IC6D13,CC=CC(=C)C,"InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,2H2,1,3H3"
1112,IC6D14,C=CCC(=C)C,"InChI=1S/C6H10/c1-4-5-6(2)3/h4H,1-2,5H2,3H3"
1113,IC6D24,C=CC=C(C)C,"InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,1H2,2-3H3"
1114,MVOX,CC1CC(O1)C=C,"InChI=1S/C6H10O/c1-3-6-4-5(2)7-6/h3,5-6H,1,4H2,2H3"
1115,NC6D1KET34,CCC(C(=O)C=C)OO,"InChI=1S/C6H10O3/c1-3-5(7)6(4-2)9-8/h3,6,8H,1,4H2,2H3"
1116,NC6D1KET35,CC(OO)CC(=O)C=C,"InChI=1S/C6H10O3/c1-3-6(7)4-5(2)9-8/h3,5,8H,1,4H2,2H3"
1117,NC6D1KET36,OOCCCC(=O)C=C,"InChI=1S/C6H10O3/c1-2-6(7)4-3-5-9-8/h2,8H,1,3-5H2"
1118,NC6D1KET43,CCC(=O)C(C=C)OO,"InChI=1S/C6H10O3/c1-3-5(7)6(4-2)9-8/h4,6,8H,2-3H2,1H3"
1119,NC6D1KET45,CC(C(=O)CC=C)OO,"InChI=1S/C6H10O3/c1-3-4-6(7)5(2)9-8/h3,5,8H,1,4H2,2H3"
1120,NC6D1KET46,OOCCC(=O)CC=C,"InChI=1S/C6H10O3/c1-2-3-6(7)4-5-9-8/h2,8H,1,3-5H2"
1121,NC6D1KET53,CC(=O)CC(C=C)OO,"InChI=1S/C6H10O3/c1-3-6(9-8)4-5(2)7/h3,6,8H,1,4H2,2H3"
1122,NC6D1KET54,CC(=O)C(OO)CC=C,"InChI=1S/C6H10O3/c1-3-4-6(9-8)5(2)7/h3,6,8H,1,4H2,2H3"
1123,NC6D1KET56,OOCC(=O)CCC=C,"InChI=1S/C6H10O3/c1-2-3-4-6(7)5-9-8/h2,8H,1,3-5H2"
1124,NC6D1KET63,O=CCCC(C=C)OO,"InChI=1S/C6H10O3/c1-2-6(9-8)4-3-5-7/h2,5-6,8H,1,3-4H2"
1125,NC6D1KET64,C=CCC(CC=O)OO,"InChI=1S/C6H10O3/c1-2-3-6(9-8)4-5-7/h2,5-6,8H,1,3-4H2"
1126,NC6D1KET65,C=CCCC(C=O)OO,"InChI=1S/C6H10O3/c1-2-3-4-6(5-7)9-8/h2,5-6,8H,1,3-4H2"
1127,NC6D2KET45,CC(C(=O)C=CC)OO,"InChI=1S/C6H10O3/c1-3-4-6(7)5(2)9-8/h3-5,8H,1-2H3"
1128,NC6D2KET46,CC=CC(=O)CCOO,"InChI=1S/C6H10O3/c1-2-3-6(7)4-5-9-8/h2-3,8H,4-5H2,1H3"
1129,NC6D2KET54,CC=CC(C(=O)C)OO,"InChI=1S/C6H10O3/c1-3-4-6(9-8)5(2)7/h3-4,6,8H,1-2H3"
1130,NC6D2KET56,CC=CCC(=O)COO,"InChI=1S/C6H10O3/c1-2-3-4-6(7)5-9-8/h2-3,8H,4-5H2,1H3"
1131,NC6D2KET64,O=CCC(C=CC)OO,"InChI=1S/C6H10O3/c1-2-3-6(9-8)4-5-7/h2-3,5-6,8H,4H2,1H3"
1132,NC6D2KET65,CC=CCC(C=O)OO,"InChI=1S/C6H10O3/c1-2-3-4-6(5-7)9-8/h2-3,5-6,8H,4H2,1H3"
1133,NC6D3KET12,CCC=CC(C=O)OO,"InChI=1S/C6H10O3/c1-2-3-4-6(5-7)9-8/h3-6,8H,2H2,1H3"
1134,NC6D3KET21,CCC=CC(=O)COO,"InChI=1S/C6H10O3/c1-2-3-4-6(7)5-9-8/h3-4,8H,2,5H2,1H3"
1135,VTHF,C=CC1CCCO1,"InChI=1S/C6H10O/c1-2-6-4-3-5-7-6/h2,6H,1,3-5H2"
1136,XC6D13,CC(=C)C(=C)C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3"
1137,C6H101OOH3-4,CC[CH]C(C=C)OO,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h4-7H,2-3H2,1H3"
1138,C6H101OOH3-4O2,OOC(C(O[O])CC)C=C,"InChI=1S/C6H11O4/c1-3-5(9-7)6(4-2)10-8/h3,5-7H,1,4H2,2H3"
1139,C6H101OOH3-5,C[CH]CC(C=C)OO,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3-4,6-7H,2,5H2,1H3"
1140,C6H101OOH3-5O2,[O]OC(CC(C=C)OO)C,"InChI=1S/C6H11O4/c1-3-6(10-8)4-5(2)9-7/h3,5-6,8H,1,4H2,2H3"
1141,C6H101OOH3-6,[CH2]CCC(C=C)OO,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h4,6-7H,1-3,5H2"
1142,C6H101OOH3-6O2,[O]OCCCC(C=C)OO,"InChI=1S/C6H11O4/c1-2-6(10-8)4-3-5-9-7/h2,6,8H,1,3-5H2"
1143,C6H101OOH4-3,CCC(OO)[CH]C=C,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3,5-7H,1,4H2,2H3"
1144,C6H101OOH4-3O2,[O]OC(C(OO)CC)C=C,"InChI=1S/C6H11O4/c1-3-5(9-7)6(4-2)10-8/h3,5-6,8H,1,4H2,2H3"
1145,C6H101OOH4-5,C[CH]C(OO)CC=C,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3-4,6-7H,1,5H2,2H3"
1146,C6H101OOH4-5O2,CC(C(OO)CC=C)O[O],"InChI=1S/C6H11O4/c1-3-4-6(10-8)5(2)9-7/h3,5-6,8H,1,4H2,2H3"
1147,C6H101OOH4-6,[CH2]CC(OO)CC=C,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3,6-7H,1-2,4-5H2"
1148,C6H101OOH4-6O2,[O]OCCC(CC=C)OO,"InChI=1S/C6H11O4/c1-2-3-6(10-8)4-5-9-7/h2,6,8H,1,3-5H2"
1149,C6H101OOH5-3,CC(OO)C[CH]C=C,"InChI=1S/C6H11O2/c1-3-4-5-6(2)8-7/h3-4,6-7H,1,5H2,2H3"
1150,C6H101OOH5-3O2,OOC(CC(C=C)O[O])C,"InChI=1S/C6H11O4/c1-3-6(10-8)4-5(2)9-7/h3,5-7H,1,4H2,2H3"
1151,C6H101OOH5-4,CC(OO)[CH]CC=C,"InChI=1S/C6H11O2/c1-3-4-5-6(2)8-7/h3,5-7H,1,4H2,2H3"
1152,C6H101OOH5-4O2,CC(C(O[O])CC=C)OO,"InChI=1S/C6H11O4/c1-3-4-6(10-8)5(2)9-7/h3,5-7H,1,4H2,2H3"
1153,C6H101OOH5-6,[CH2]C(OO)CCC=C,"InChI=1S/C6H11O2/c1-3-4-5-6(2)8-7/h3,6-7H,1-2,4-5H2"
1154,C6H101OOH5-6O2,[O]OCC(CCC=C)OO,"InChI=1S/C6H11O4/c1-2-3-4-6(10-8)5-9-7/h2,6,8H,1,3-5H2"
1155,C6H101OOH6-3,OOCCC[CH]C=C,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h2-3,7H,1,4-6H2"
1156,C6H101OOH6-3O2,OOCCCC(C=C)O[O],"InChI=1S/C6H11O4/c1-2-6(10-8)4-3-5-9-7/h2,6-7H,1,3-5H2"
1157,C6H101OOH6-4,OOCC[CH]CC=C,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h2,4,7H,1,3,5-6H2"
1158,C6H101OOH6-4O2,OOCCC(CC=C)O[O],"InChI=1S/C6H11O4/c1-2-3-6(10-8)4-5-9-7/h2,6-7H,1,3-5H2"
1159,C6H101OOH6-5,OOC[CH]CCC=C,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h2,5,7H,1,3-4,6H2"
1160,C6H101OOH6-5O2,OOCC(CCC=C)O[O],"InChI=1S/C6H11O4/c1-2-3-4-6(10-8)5-9-7/h2,6-7H,1,3-5H2"
1161,C6H102OOH4-5,CC=CC(OO)[CH]C,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3-7H,1-2H3"
1162,C6H102OOH4-5O2,CC(C(C=CC)OO)O[O],"InChI=1S/C6H11O4/c1-3-4-6(10-8)5(2)9-7/h3-6,8H,1-2H3"
1163,C6H102OOH4-6,CC=CC(OO)C[CH2],"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3,5-7H,2,4H2,1H3"
1164,C6H102OOH4-6O2,CC=CC(OO)CCO[O],"InChI=1S/C6H11O4/c1-2-3-6(10-8)4-5-9-7/h2-3,6,8H,4-5H2,1H3"
1165,C6H102OOH5-4,CC(OO)[CH]C=CC,"InChI=1S/C6H11O2/c1-3-4-5-6(2)8-7/h3-7H,1-2H3"
1166,C6H102OOH5-4O2,CC(C(C=CC)O[O])OO,"InChI=1S/C6H11O4/c1-3-4-6(10-8)5(2)9-7/h3-7H,1-2H3"
1167,C6H102OOH5-6,[CH2]C(OO)CC=CC,"InChI=1S/C6H11O2/c1-3-4-5-6(2)8-7/h3-4,6-7H,2,5H2,1H3"
1168,C6H102OOH5-6O2,CC=CCC(OO)CO[O],"InChI=1S/C6H11O4/c1-2-3-4-6(10-8)5-9-7/h2-3,6,8H,4-5H2,1H3"
1169,C6H102OOH6-4,OOCC[CH]C=CC,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h2-4,7H,5-6H2,1H3"
1170,C6H102OOH6-4O2,CC=CC(O[O])CCOO,"InChI=1S/C6H11O4/c1-2-3-6(10-8)4-5-9-7/h2-3,6-7H,4-5H2,1H3"
1171,C6H102OOH6-5,OOC[CH]CC=CC,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h2-3,5,7H,4,6H2,1H3"
1172,C6H102OOH6-5O2,CC=CCC(O[O])COO,"InChI=1S/C6H11O4/c1-2-3-4-6(10-8)5-9-7/h2-3,6-7H,4-5H2,1H3"
1173,C6H103OOH1-2,CCC=C[CH]COO,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h3-5,7H,2,6H2,1H3"
1174,C6H103OOH1-2O2,CCC=CC(O[O])COO,"InChI=1S/C6H11O4/c1-2-3-4-6(10-8)5-9-7/h3-4,6-7H,2,5H2,1H3"
